,Unnamed: 0,data,sentiment
214,230,nên xem lại kỉ năng của giáo viên và bảo vệ trường như thế nào mà để sự việc xảy ra như vậy chứ còn người đàn ông này thì miễn bàn rồi vất đi cho nhà nước dạy lại dùm,negative
215,231,cứ để cho pháp luật trừng trị loại người này nếu không trị đích đáng thì sẽ còn nhiều đứa trẻ khác nữa bị nó hành hung,negative
216,232,đầu to óc trái nho não nó bị teo rồi nên mới có hành động như vậy,negative
217,233,thằng này mặt cũng ngon đấy có sức chơi có sức chịu không ai chấp nhận xin lỗi đâu nhìn muốn múc rồi,negative
218,234,con nít chơi đánh nhau là chuyện bình thường có gì cứ nói cô giáo và phụ huynh trách phạt là đc rồi đi đánh đứa bé 2 tuổi thật là      ko biết gọi là gì luôn,negative
219,235,con em đi cũng bị bạn đánh xưng cái tráng con trai một cục mà em chỉ biết cúi đầu xuống và xin chúa thôi,negative
220,236,mẹ nó loại này cho nó đi tù trẻ con chơi với nhau mà ns đánh con người ta vậy súc vật chứ ko phải ng,negative
221,237,nhìn mặt là biết con người đầu chỉ để trang trí ti hí mắt lươn nữa chứ mặt nạc đóm dầy  mo nang trôi sấp biết ngày nào khôn,negative
222,238,đánh em bé 2 tuổi là đúng chứ đánh đứa thanh niên nó đánh lại thì sao,negative
223,239,da co luat thi xu theo luat tre em danh roi xin loi ai lam ko duoc,negative
224,240,thằng này cho nó ngủ dậy muộn thêm tí,negative
225,241,thằng bố này mày sắp toang rồi con ạ ngồi đấy mà hứng chịu gạch đá nhé nhục chưa,negative
226,242,đơn giản mà việt nam cũng vay tq làm đường sắt cát linh hà đông đó thôi thành công ra phết lào cứ rút kinh nghiệm làm tiếp sẽ giàu to đấy dự là sau khi gán nợ mạng lưới điện quốc gia lào sẽ mất nốt “trữ lượng khoáng sản ngầm” làm tài sản thế chấp,negative
227,243,hãy nhìn gương cát linh hà đông mà thức tỉnh hỡi các quan chức những người có trách nhiệm với đất nước,negative
228,244,chúng nó cố đeo bám tầu khựa  vì lại quả nó to ,negative
229,245,nhận nhà thầu tq là phá hoại đất nước,negative
230,246,để ý kỹ sẽ thấy nhiều điều rất hay vn ta chỉ nhắc đến hữu nghị  hợp tác còn phía anh tập thì lại khác có ẩn ý cả,negative
231,247,tàu đang gia tăng mạnh mẽ tầm ảnh hưởng và sức ép lên các nước đặc biệt là đã có thể lắm trong tay campuchia  lào giờ tới cả thái lan nữ ta đang thực sự phải đối mặt ngày càng gay gắt với chiến lược này của tàu,negative
232,248,xe sang mà giảm giá như bán bánh trung thu sau rằm tháng tám vậy trời xe hơi mà giảm đến 50 là sao,negative
233,249,một con số thật khủng khiếp kéo theo đó là bao nhiêu người lao động bao nhiêu gia đình rơi vào cảnh khó khăn thế mà người ta thì cứ đòi xây tượng đài nâng giá thiết bị y tế giả nghèo khổ giành giật suất trợ cấp của dân nghèo,negative
234,250,các y bác sĩ làm việc kiểu gì trách nhiệm ra sao nhập viện chờ sinh trong tình trạng khoẻ mạnh mà giờ lại thành thế này cả mẹ và con đều tử vong  một vụ tai biến sản khoa khiến cả thai phụ lẫn cháu bé tử vong vừa xảy ra vào rạng sáng 1/10 tại bệnh viện đa khoa huyện chương mỹ hà nội theo thông tin từ phía gia đình thai phụ tử vong là tạ thị vân sinh năm 1984 ở xã quảng bị huyện chương mỹ hà nội hiẹ...̂n đang là giáo viên trường mầm non xã quảng bị trước đó cách đây 3 ngày thai phụ làm thủ tục nhập viện tại bệnh viện đa khoa huyện chương mỹ để chờ sinh trong tình trạng hoàn toàn khỏe mạnh tới hơn 22h ngày 30/9 thai phụ xuất hiện nhiều cơn đau bụng và sức khỏe yếu vì lo lắng nên phía gia đình đã yêu cầu bệnh viện đa khoa huyện chương mỹ mổ đẻ nhưng phía bệnh viện hẹn đến sáng 1/10 mới tiến hành mổ đẻ đến khoảng 4h ngày 1/10 do sức khỏe yếu quá nên thai phụ đã lịm đi tới lúc đó bác sĩ mới thực hiện phẫu thuật đưa cháu bé ra ngoài tuy nhiên lúc này cả mẹ và con đều đã tử vong hiện tại thi thể cả thai phụ và cháu bé đang được đưa về nhà xác bệnh viện cơ quan công an huyện chương mỹ đang làm thủ tục với gia đình và bệnh viện để thực hiện khám nghiệm tử thi theo trung tâm tin tức vtv24,negative
235,251,trình độ của các y  bác sĩ đó còn yếu kém nhưng cứ nghĩ là mình giỏi quá rồi..cộng với thói vô trách nhiệm trong công việc nên dẫn tới hậu quả nghiêm trọng này..buồn thật,negative
236,252,gia đình sản phụ yêu cầu mô sao chúng nó ko mô mà lại để cho người ta chết như vậy cho cả lũ vô trách nhiệm đi tù mọt gông,negative
237,253,đúng là  đau đẻ chờ sáng trăng  tại người nhà ko đút tiền cho nó đó mà ,negative
238,254,đau đẻ mà nhu chờ một đêm thì mẹ bọn mày có chịu được hông chờ đó không lâu họa báo sẽ k tha cho lu chó mày đâu nha đáng ra fai là bác sĩ như mẹ hiền dân nó mới nê chứ,negative
239,255,cái lũ thất đức rồi chúng mày cũng chết sớm thôi,negative
240,256,cho cả 1 lũ đi tù vì vô trách nhiệm,negative
241,257,"người làm nghề không có tâm có đức,chỉ vì tiền thôi,gia đình có người mất ms đau sót",negative
242,258,sao bv cứ thích để công an vào cuộc nhỉ,positive
243,259,nếu cảm thấy không tự tin để mổ hay làm mụ..thì chuyển viện..vì không lót tay khốn coi sinh mạng con người thua con chó..y đức thời tiền vận,negative
244,261,nhìn chiếc cầu mấy trăm tỷ mà chua xót,negative
245,262,đổ trụ rồi dân tự bác cây rồi đi thôi 2 triệu usd chỉ được 4 trụ còn thiếu 8 tr usd nữa mới có cầu,negative
246,263,quê anh phúc à các bác,positive
247,264,tiền chua ma  đau tu đen do thoi   bo tui roi ,negative
248,265,mọi người hãy thật bình tỉnh hết sức bình tỉnh,negative
249,266,đằng sau sự thành công của một người đàn ông thấp thoáng hình bóng một người đàn bà và ngược lại đằng sau sự thất bại tù tội của một người đàn ông cũng bị ám bởi một người đàn bà,negative
250,267,ngạn ngữ  ngạn ngôn có câu chính trị là 1 con đĩ trong bài viết này cần phải xem lại hành văn  ngôn từ  cách đặt điều  khẳng định của cái tin chính trị này có phần cay nghiệt  không đúng  tòa vừa xử lê thanh thúy trong vụ nguyễn thành tài mà b…see more,negative
251,268,thang nay bi no cai vào de chui sau leo cao phan quốc,negative
252,269,phát biểu của một cục phó cục chống tham nhũng,negative
253,270,cục trưởng thì nói chống tham nhũng có khi chúng tôi chết trước còn cục phó thì nói thế này đây thế thì dẹp mẹ cái cục này đi cho dân nhờ để cứ nghe các vị chống tham nhũng mà phát biếu tiêu cực thế thì hỏng,negative
254,271,nếu đem công khai tài sản của quan chức cho dân biết thì dân sẽ ngất xỉu chứ,negative
255,272,kiểm tra ngay tài sản của những ông này,negative
256,273,ông này chắc cũng mới ở cục phân về còn non lắm,negative
257,274,sợ mình cũng lấm bẩn rồi làm cho sạch thì mình cũng bị sạch phải chống chế thế,negative
258,275,nuôi mi làm gì tốn cơm,negative
259,276,ko dc tiết lộ bí mật nn,negative
260,277,hoàn huy lo giiiii  tao có thằng cốt làm to trong ngành chống lưng  nhất thế nhì thân hehehe  đừng hỏi là ai nha mậy  còn phia mới nói ,negative
261,278,son doan tan lo ăn rồi đi câu cá chơi đi nói bậy ca xích mày bi giờ,negative
262,279,đoạn livestream cảnh nhóm hành khách việt từ hàn quốc trở về phản ứng chuyện đi cách ly 5 sao với giá 100 usd/ngày hàng giờ liền khiến mxh nóng lên vì những tranh cãi,negative
263,280,có bao giờ đất nước ta đẹp như thế này không ,negative
264,281,báo anh phúc.....đốt ,negative
265,282,kinh hãi với những ý tưởng táo bạo sáng tạo của bộ gtvt hết đổi thu phí thành thu giá hao tài tốn của của đất nước hàng trăm tỷ tiền sơn đi phết lại các trạm thu phí để đổi tên nay lại đòi đổi xe bus thành xe khách thành phố ủa vậy xe bus mà chạy ở tỉnh thì phải có tên là xe khách tỉnh rồi xe khách nông thôn hay sao ta nói nó chán,negative
266,283,thu phi la thu vao tui cua tui no thu gia la thu het vao tui cua ca ho hang nha no cung la tien cua cac lai xe nhung thu phi chi vao 1 tui thu gia se chia ra nhieu tui nen se thu nhieu hon,negative
267,284,đúng bọn vô công dồi nghề ko nghĩ ra cái gì văn minh tiến bộ cho đất nước toàn nghĩ ra mấy cái tào lao,negative
268,285,lũ vô công rồi nghề ăn bám  vô tích sự ,negative
269,286,"lũ chó dại nó cứ sủa bừa bãi thế.nhưng lạ thay có rất nhiều chó dại ẳng theo,còn nhân dân thì chỉ mong chúng mày mau chết",negative
270,287,chúng mày có bị ngộ chữ k hả bọn đầu tôm,negative
271,288,minh do nó có chữ đâu mà bảo nó ngộ chữ nó ngộ,negative
272,290,nguyễn hà em yêu chị,positive
273,291,thông nguyễn đúng vậy em cứ nhìn mặt bộ trưởng giao thông mà xem nó in chữ kém cỏi cậu ko thấy à tư duy còn kém chị em mình xa lắm cứ để bị bắt bài nhiều quá ,negative
274,292,có mấy chữ đã đi vào lòng người rồi mấy chú ơi nếu mà đổi vậy thì đổi chữ tham nhũng thành chữ gì hỡi mấy người,negative
275,293,đúng là ngồi máy lạnh  rảnh quá mà,negative
276,294,những cái không ai làm thì lại làm những cái người ta thường làm thì lại không chịu làm,negative
277,295,đẻ mấy chuyện khùng khùng điên điên với cái bọn dở hơi mới lên vó tí quyền hạn,negative
278,296,hết việc làm rồi hay sao,negative
279,297,mấy thằng ở không rã giẻ lấy tiền nhân dân là chính,negative
280,298,hoan hô tòa đà nẵng hiếm có khi nào người dân thắng kiện chính quyền như vụ này thu hồi đất thấp hơn giá trị 1.000 lần kiểu này thì khác nào cướp,negative
281,299,mừng là có sự nhìn nhận chứ ai cũng biết người bị quy hoạch là bị thiệt thòi nhưng cứ ra rả dối trá là công bằng sự dối trá ở nhiều lãnh vực cứ coi như là sự hiển nhiên làm đạo đức xã hội đi xuống trầm trọng,negative
282,300,"chuẩn bị đón đoàn tàu đầu tiên từ nhật bản về  sáng ngày 30/9 ban quản lý đường sắt đô thị maur cho biết đoàn tàu đầu tiên thuộc tuyến metro số 1 bến thành  suối tiên đã chính thức rời cảng kasado nhật bản để vận chuyển tới cụ thể đoàn tàu rời cảng kasado lúc 12h00 theo giờ việt nam ngày hôm nay sẽ cập cảng tại vào ngày 8/10 và được vận chuyển về depot long bình quận 9 ngày 10/10 đây là đoàn tàu có bề rộng toa xe lớn nhất so với c...ác tàu metro khác ở việt nam khi lên tới 2950mm thân đoàn tàu được làm bằng hợp kim nhôm với 2 loại ban đầu sẽ là đoàn tàu 3 toa xe sau đó trong tương lai sẽ là đoàn tàu 6 toa xe riêng tàu 3 toa xe chở được 147 khách ngồi 783 khách đứng tổng cộng 930 khách diện tích số người đứng trung bình 8 người/m2 chiều dài loại 3 toa là 61,5m chiều cao toa xe từ đỉnh ray đến hệ thống điều hòa không khí là 4,08m chiều cao toa xe từ đỉnh ray đến mui xe là 3,655 m tải trọng trục lớn nhất là 16 tấn tốc độ tối đa thiết kế là 110km/h đoạn trên cao và 80km/h đoạn hầm về ngoại thất đoàn tàu thể hiện hình ảnh năng động hiện đại của tuyến metro số 1 phần đầu của đoàn tàu được thiết kế bo tròn về phía dưới nổi bật với hình dáng 3d tạo ra góc nhìn sắc nét về tính hài hoà và năng động của đoàn tàu",negative
